Order_ID,CustomerID,BranchID,ShipmentDate,ShipmentTime,Weight,Quantity,DeliveryAddress,TransactionID,TrackingNumber,ShipmentStatus,ShipmentComments
286,682,14,11/2/2022,6:24:34,36,286,Apt 1815,805,423-49-6976,shipment confirmed,   
287,604,6,17/02/2022,11:20:40,98,287,19th Floor,5,483-44-8867,shipment confirmed,   
288,541,15,15/05/2022,4:27:12,28,288,PO Box 30573,727,744-20-4457,shipment confirmed,   
289,619,12,24/07/2022,3:52:39,34,289,19th Floor,81,474-01-2414,shipment confirmed,   
290,602,19,10/9/2022,19:35:02,90,290,PO Box 96894,62,289-32-5222,shipment confirmed,   
291,971,10,24/05/2022,21:35:43,59,291,Suite 99,506,187-10-2793,shipment confirmed,   
292,632,13,18/01/2023,3:37:49,97,292,Room 1673,649,738-19-8483,shipment confirmed,   
293,788,7,22/06/2022,9:20:54,90,293,Suite 27,354,847-68-4249,shipment confirmed,   
294,548,2,20/10/2022,23:22:08,12,294,Room 1500,601,244-05-9369,shipment confirmed,   
295,855,15,10/4/2022,17:33:20,46,295,Apt 533,681,361-70-8804,shipment confirmed,   
296,1000,18,4/7/2022,14:35:24,63,296,Room 207,269,250-56-4826,shipment confirmed,   
297,59,8,25/07/2022,11:38:06,79,297,Suite 92,585,586-10-1562,shipment confirmed,   
298,375,1,4/2/2022,4:13:53,34,298,Room 1376,870,755-11-9917,shipment confirmed,   
299,535,9,7/12/2022,3:13:12,94,299,7th Floor,235,813-83-5312,shipment confirmed,   
300,40,3,22/07/2022,5:38:13,67,300,PO Box 52794,330,766-66-4763,shipment confirmed,   
301,975,14,4/9/2022,0:06:24,50,301,Room 1624,857,720-09-5421,shipment confirmed,   
302,206,17,25/03/2022,8:04:03,53,302,Apt 797,303,887-90-6133,shipment confirmed,   
303,642,18,14/09/2022,11:04:21,48,303,18th Floor,156,597-61-6287,shipment confirmed,   
304,829,3,13/05/2022,1:50:49,46,304,Suite 53,469,139-38-4401,shipment confirmed,   
305,6,2,17/04/2022,10:07:03,33,305,Apt 87,675,744-85-1860,shipment confirmed,   
306,379,13,1/2/2023,0:56:49,92,306,PO Box 68739,181,655-96-1019,shipment confirmed,   
307,262,16,11/10/2022,23:40:02,94,307,PO Box 43354,662,617-49-6477,shipment confirmed,   
308,526,19,31/08/2022,2:34:44,60,308,Apt 897,479,400-03-7211,shipment confirmed,   
309,67,10,5/2/2022,2:48:56,72,309,Room 474,653,555-32-4864,shipment confirmed,   
310,980,6,27/10/2022,11:47:15,50,310,13th Floor,257,572-81-6153,shipment confirmed,   
311,570,12,13/12/2022,5:19:02,77,311,Suite 77,131,743-79-9606,shipment confirmed,   
312,664,20,9/2/2022,22:24:45,4,312,Apt 1446,776,736-48-9137,shipment confirmed,   
313,29,1,17/06/2022,2:13:06,14,313,Room 983,138,699-74-5341,shipment confirmed,   
314,413,15,26/06/2022,23:27:56,30,314,Apt 9,162,102-39-6680,shipment confirmed,   
315,869,4,2/4/2022,0:21:05,17,315,Room 291,522,479-89-2727,shipment confirmed,   
316,530,9,6/11/2022,17:29:19,15,316,Suite 93,8,292-46-0626,shipment confirmed,   
317,687,7,22/03/2022,20:51:03,94,317,Apt 1694,129,102-84-4125,shipment confirmed,   
318,422,8,3/3/2022,12:16:54,71,318,2nd Floor,140,235-74-8699,shipment confirmed,   
319,222,5,20/06/2022,14:18:15,58,319,Room 75,885,237-56-1005,shipment confirmed,   
320,839,11,31/01/2023,0:04:53,36,320,PO Box 15564,808,485-25-7748,shipment confirmed,   
321,870,11,25/04/2022,15:36:16,94,321,Room 124,934,263-25-6390,shipment confirmed,   
322,644,12,3/11/2022,7:08:46,69,322,17th Floor,400,482-30-6350,shipment confirmed,   
323,161,14,5/7/2022,6:51:21,14,323,PO Box 91441,85,367-57-1774,shipment confirmed,   
324,925,15,29/10/2022,11:16:55,23,324,Apt 460,923,326-43-1626,shipment confirmed,   
325,494,16,9/7/2022,17:11:37,43,325,Room 1809,701,244-77-0709,shipment confirmed,   
326,890,5,13/03/2022,8:20:12,78,326,15th Floor,962,354-20-1088,shipment confirmed,   
327,830,1,3/7/2022,0:30:20,35,327,Room 823,551,594-79-9479,shipment confirmed,   
328,308,18,1/4/2022,3:27:16,80,328,10th Floor,360,683-02-8358,shipment confirmed,   
329,285,19,18/05/2022,16:59:57,83,329,PO Box 58824,700,729-32-8477,shipment confirmed,   
330,858,6,4/3/2022,4:29:56,25,330,Room 1600,533,237-48-0926,shipment confirmed,   
331,293,17,27/12/2022,10:55:03,70,331,Apt 898,268,865-37-5335,shipment confirmed,   
332,97,8,17/12/2022,0:01:58,38,332,PO Box 57353,248,274-28-9710,shipment confirmed,   
333,412,9,9/1/2023,10:03:01,62,333,Apt 517,781,748-28-2643,shipment confirmed,   
334,219,10,4/5/2022,1:40:52,36,334,15th Floor,556,740-83-5510,shipment confirmed,   
335,886,3,29/10/2022,2:27:25,70,335,Suite 98,431,758-89-0123,shipment confirmed,   
336,153,13,28/12/2022,16:34:57,2,336,Room 271,102,673-72-4124,shipment confirmed,   
337,59,2,31/03/2022,12:43:15,14,337,Room 595,1,881-14-0977,shipment confirmed,   
338,557,20,12/2/2022,12:11:47,94,338,9th Floor,866,659-70-8033,shipment confirmed,   
339,88,4,9/6/2022,3:33:04,38,339,Apt 120,833,562-91-5475,shipment confirmed,   
340,836,7,15/10/2022,23:19:29,76,340,13th Floor,219,814-01-8966,shipment confirmed,   
341,30,8,6/4/2022,0:57:33,2,341,Room 1862,104,122-08-9383,shipment confirmed,   
342,779,4,15/06/2022,15:17:12,57,342,Room 1393,275,540-79-4675,shipment confirmed,   
343,371,13,19/09/2022,14:21:20,71,343,Apt 1904,438,558-21-6037,shipment confirmed,   
344,143,14,28/03/2022,2:00:29,81,344,PO Box 73089,593,685-33-2201,shipment confirmed,   
345,244,12,12/12/2022,23:16:10,65,345,2nd Floor,860,871-44-1145,shipment confirmed,   
346,1,11,16/01/2023,12:38:57,19,346,Suite 75,608,856-25-7626,shipment confirmed,   
347,42,7,21/07/2022,7:39:59,74,347,Suite 4,834,730-37-1660,shipment confirmed,   
348,51,20,14/06/2022,2:33:48,71,348,Room 519,16,382-49-7320,shipment confirmed,   
349,369,9,1/8/2022,1:20:26,37,349,Apt 423,404,620-14-8367,shipment confirmed,   
350,134,18,7/8/2022,16:32:59,57,350,17th Floor,347,236-42-1838,shipment confirmed,   
351,846,12,17/12/2022,12:58:00,68,351,Apt 1550,828,171-31-0532,shipment confirmed,   
352,756,10,27/07/2022,16:48:30,9,352,16th Floor,711,275-78-8983,shipment confirmed,   
353,485,18,14/12/2022,1:00:00,80,353,PO Box 55754,784,107-92-3490,shipment confirmed,   
354,339,5,11/11/2022,14:47:33,83,354,Suite 97,751,723-55-5035,shipment confirmed,   
355,854,16,16/10/2022,12:32:03,35,355,Apt 991,430,122-44-2789,shipment confirmed,   
356,567,19,17/08/2022,1:10:19,85,356,Apt 1757,687,121-87-6609,shipment confirmed,   
357,337,6,12/5/2022,8:22:31,1,357,Suite 75,23,363-06-1335,shipment confirmed,   
358,326,14,17/04/2022,8:21:03,14,358,11th Floor,121,599-78-0534,shipment confirmed,   
359,734,1,26/04/2022,2:58:50,44,359,PO Box 72695,851,119-88-4916,shipment confirmed,   
360,408,20,8/7/2022,3:12:03,16,360,PO Box 9971,684,800-49-3541,shipment confirmed,   
361,522,15,26/03/2022,10:34:36,93,361,Suite 15,666,637-64-3586,shipment confirmed,   
362,360,11,27/07/2022,1:15:43,15,362,PO Box 98614,894,401-51-2999,shipment confirmed,   
363,558,8,19/05/2022,23:16:47,37,363,5th Floor,613,693-55-0309,shipment confirmed,   
364,960,13,4/1/2023,0:37:23,63,364,17th Floor,590,163-08-8673,shipment confirmed,   
365,109,17,27/08/2022,7:20:01,8,365,Suite 2,26,724-80-5031,shipment confirmed,   
366,430,7,17/03/2022,12:36:52,94,366,Room 1539,234,129-43-8528,shipment confirmed,   
367,161,3,18/08/2022,14:54:20,66,367,PO Box 18587,893,686-27-8894,shipment confirmed,   
368,343,2,15/04/2022,3:07:32,98,368,11th Floor,463,857-55-3235,shipment confirmed,   
369,868,9,11/11/2022,14:38:11,85,369,PO Box 56344,810,350-96-3932,shipment confirmed,   
370,166,4,2/6/2022,2:12:51,91,370,12th Floor,615,831-16-9587,shipment confirmed,   
371,153,9,25/09/2022,0:19:35,21,371,Suite 38,740,513-84-1456,shipment confirmed,   
372,997,15,10/4/2022,12:44:16,69,372,Room 991,299,621-80-7523,shipment confirmed,   
373,424,5,6/3/2022,10:26:25,96,373,18th Floor,795,287-57-2358,shipment confirmed,   
374,882,16,22/07/2022,11:02:52,48,374,PO Box 96262,413,110-14-8866,shipment confirmed,   
375,628,3,1/4/2022,16:32:31,74,375,19th Floor,338,134-13-0063,shipment confirmed,   
376,669,12,16/10/2022,10:16:25,10,376,PO Box 9453,471,405-57-9256,shipment confirmed,   
377,289,13,11/1/2023,21:53:44,9,377,Suite 39,289,858-88-3730,shipment confirmed,   
378,826,4,30/05/2022,5:07:00,16,378,9th Floor,616,177-36-7040,shipment confirmed,   
379,944,8,9/3/2022,18:15:28,93,379,10th Floor,306,408-67-6214,shipment confirmed,   
380,533,2,13/01/2023,15:17:59,72,380,20th Floor,833,616-48-1702,shipment confirmed,   
381,114,6,31/12/2022,19:11:00,34,381,19th Floor,962,328-43-5891,shipment confirmed,   
382,644,14,6/2/2022,16:42:33,72,382,Apt 134,287,849-96-1077,shipment confirmed,   
383,794,10,10/6/2022,15:50:44,54,383,Room 670,489,468-67-6307,shipment confirmed,   
384,178,20,14/07/2022,5:58:32,72,384,Room 1409,366,583-93-7832,shipment confirmed,   
385,3,18,22/02/2022,21:09:35,81,385,Room 1381,62,816-18-8635,shipment confirmed,   
386,736,11,6/7/2022,11:52:31,65,386,Room 328,149,818-93-1089,shipment confirmed,   
387,677,19,29/09/2022,18:20:52,16,387,Suite 25,94,509-68-7493,shipment confirmed,   
388,148,1,21/10/2022,15:16:13,89,388,PO Box 9796,950,195-95-6068,shipment confirmed,   
389,20,17,4/3/2022,6:57:18,25,389,PO Box 9606,634,301-77-5466,shipment confirmed,   
390,450,7,7/2/2022,17:19:33,62,390,Apt 225,928,158-50-6603,shipment confirmed,   
391,708,6,25/07/2022,3:18:40,35,391,11th Floor,361,624-44-7493,shipment confirmed,   
392,329,18,17/11/2022,3:12:27,25,392,PO Box 32581,969,891-42-9630,shipment confirmed,   
393,453,14,8/4/2022,0:10:18,74,393,Suite 31,327,522-09-1051,shipment confirmed,   
394,930,19,5/1/2023,7:03:34,23,394,13th Floor,867,701-20-7507,shipment confirmed,   
395,821,16,9/4/2022,22:29:54,80,395,Suite 55,440,248-73-0138,shipment confirmed,   
396,642,5,31/12/2022,19:04:50,67,396,PO Box 38843,727,200-37-9701,shipment confirmed,   
397,684,8,9/11/2022,6:27:02,39,397,Suite 5,241,353-28-7222,shipment confirmed,   
398,258,4,7/7/2022,17:48:50,20,398,Suite 65,865,681-26-4155,shipment confirmed,   
399,165,2,16/03/2022,22:11:35,28,399,Suite 68,292,444-33-4536,shipment confirmed,   
400,221,11,23/07/2022,13:41:31,18,400,Suite 43,533,288-98-7572,shipment confirmed,   
401,150,12,26/05/2022,19:25:33,6,401,Suite 17,873,891-26-5533,shipment confirmed,   
402,482,3,15/02/2022,3:50:14,93,402,PO Box 57107,82,399-53-2872,shipment confirmed,   
403,942,9,25/03/2022,3:49:26,60,403,17th Floor,657,398-12-9164,shipment confirmed,   
404,606,7,9/11/2022,12:52:41,73,404,Suite 49,78,450-76-8309,shipment confirmed,   
405,779,1,1/9/2022,17:57:34,39,405,Apt 113,312,631-69-1377,shipment confirmed,   
406,982,17,12/6/2022,18:45:46,30,406,6th Floor,104,565-28-1623,shipment confirmed,   
407,344,11,30/01/2023,18:58:25,38,407,Apt 885,993,419-83-8089,shipment confirmed,   
408,667,15,20/09/2022,23:28:58,70,408,Room 197,162,578-72-0849,shipment confirmed,   
409,517,6,29/03/2022,8:26:05,94,409,20th Floor,760,825-45-8601,shipment confirmed,   
410,762,19,14/01/2023,11:57:29,28,410,Apt 581,961,143-52-5304,shipment confirmed,   
411,996,13,9/1/2023,0:40:41,19,411,PO Box 73436,154,538-09-4782,shipment confirmed,   
412,535,14,11/10/2022,0:13:08,65,412,Apt 584,60,698-96-1809,shipment confirmed,   
413,870,10,21/05/2022,13:38:43,81,413,Suite 68,848,320-03-9488,shipment confirmed,   
414,155,5,28/08/2022,19:16:37,88,414,Room 456,985,674-57-1838,shipment confirmed,   
415,170,2,30/01/2023,17:42:58,67,415,12th Floor,971,689-41-2869,shipment confirmed,   
416,118,20,20/12/2022,23:17:19,95,416,Apt 1109,831,210-34-5726,shipment confirmed,   
417,357,16,18/12/2022,19:47:47,19,417,PO Box 77525,414,765-54-7039,shipment confirmed,   
418,103,18,29/06/2022,1:03:58,25,418,Apt 1304,282,640-44-2639,shipment confirmed,   
419,481,4,19/08/2022,3:04:23,85,419,Apt 835,694,542-47-2258,shipment confirmed,   
420,466,8,1/1/2023,10:33:18,47,420,Apt 365,782,862-54-8002,shipment confirmed,   
421,306,17,7/10/2022,13:56:02,28,421,PO Box 67824,943,237-72-4522,shipment confirmed,   
422,43,9,22/04/2022,4:34:38,43,422,4th Floor,473,261-74-5852,shipment confirmed,   
423,44,20,28/05/2022,17:37:30,6,423,Suite 96,45,101-80-0014,shipment confirmed,   
424,730,2,6/2/2022,14:28:50,59,424,4th Floor,83,708-99-2223,shipment confirmed,   
425,712,4,11/6/2022,19:42:27,7,425,PO Box 45110,383,283-52-4174,shipment confirmed,   
426,621,14,18/09/2022,4:27:47,15,426,3rd Floor,859,808-33-4581,shipment confirmed,   
427,683,13,20/03/2022,16:04:33,83,427,Apt 1905,548,541-20-9005,shipment confirmed,   
428,821,1,22/01/2023,20:45:29,33,428,15th Floor,841,495-85-0760,shipment confirmed,   
429,910,18,29/12/2022,17:38:46,4,429,Suite 69,671,628-62-9871,shipment confirmed,   
430,262,16,15/09/2022,10:18:17,58,430,8th Floor,214,258-06-9544,shipment confirmed,   
431,868,19,1/7/2022,16:16:39,67,431,Room 800,722,535-36-4914,shipment confirmed,   
432,498,7,2/8/2022,9:54:58,59,432,Suite 59,876,490-30-4980,shipment confirmed,   
433,993,3,1/6/2022,12:55:17,29,433,Room 919,443,445-98-4296,shipment confirmed,   
434,370,15,18/06/2022,3:32:38,51,434,Suite 36,90,649-18-8948,shipment confirmed,   
435,713,6,17/07/2022,10:27:49,8,435,14th Floor,560,869-12-5443,shipment confirmed,   
436,448,10,19/04/2022,9:06:58,26,436,18th Floor,429,570-21-2543,shipment confirmed,   
437,223,12,9/1/2023,1:03:15,16,437,Room 73,692,254-63-4788,shipment confirmed,   
438,588,11,24/10/2022,14:21:06,26,438,Suite 32,331,462-39-8764,shipment confirmed,   
439,198,8,3/6/2022,15:43:53,81,439,Room 905,906,574-59-3004,shipment confirmed,   
440,143,5,5/2/2022,11:12:16,14,440,PO Box 9851,494,546-19-2419,shipment confirmed,   
441,270,18,18/04/2022,14:58:16,86,441,Apt 1276,279,594-07-6136,shipment confirmed,   
442,229,9,29/06/2022,0:01:28,48,442,1st Floor,87,142-94-2230,shipment confirmed,   
443,322,3,19/02/2022,2:44:49,59,443,Room 1948,770,821-13-6625,shipment confirmed,   
444,224,4,19/04/2022,11:53:33,60,444,1st Floor,380,844-89-2054,shipment confirmed,   
445,55,5,28/07/2022,16:18:12,33,445,Apt 640,304,219-32-7136,shipment confirmed,   
446,927,11,26/05/2022,3:38:04,34,446,PO Box 11620,639,713-74-8689,shipment confirmed,   
447,901,14,23/10/2022,1:20:48,93,447,PO Box 88997,276,764-50-0223,shipment confirmed,   
448,290,6,2/11/2022,7:49:00,14,448,Apt 165,291,328-47-3778,shipment confirmed,   
449,675,1,27/08/2022,3:15:15,6,449,Apt 1288,434,309-58-9832,shipment confirmed,   
450,914,8,27/08/2022,8:47:06,91,450,Suite 26,465,331-53-8801,shipment confirmed,   
451,871,4,14/01/2023,1:42:27,6,451,PO Box 71593,996,854-56-6035,shipment confirmed,   
452,446,1,14/11/2022,6:44:59,2,452,PO Box 68893,135,212-60-8703,shipment confirmed,   
453,630,19,16/02/2022,17:07:42,99,453,Room 1481,831,813-05-1410,shipment confirmed,   
454,927,14,15/02/2022,4:23:28,51,454,PO Box 19016,596,264-21-7632,shipment confirmed,   
455,232,2,7/10/2022,9:06:44,39,455,PO Box 5690,492,605-85-0069,shipment confirmed,   
456,396,17,11/6/2022,12:37:32,79,456,Apt 528,155,583-50-6981,shipment confirmed,   
457,807,18,5/9/2022,7:45:31,43,457,Room 1720,194,438-14-6058,shipment confirmed,   
458,376,11,7/2/2022,11:55:25,47,458,Room 620,435,751-89-3794,shipment confirmed,   
459,719,8,7/8/2022,11:55:41,66,459,PO Box 29446,182,899-29-9246,shipment confirmed,   
460,570,20,4/8/2022,5:10:05,99,460,Apt 1862,193,442-51-4312,shipment confirmed,   
461,769,7,18/05/2022,21:57:40,26,461,Room 1715,840,124-34-1841,shipment confirmed,   
462,941,15,14/07/2022,4:00:21,56,462,Apt 1626,736,753-75-5749,shipment confirmed,   
463,217,10,16/06/2022,2:14:15,92,463,Suite 18,17,695-40-2215,shipment confirmed,   
464,724,6,26/07/2022,22:27:35,49,464,Room 1870,442,672-66-0634,shipment confirmed,   
465,840,13,2/6/2022,6:03:56,69,465,Apt 1040,344,136-52-0823,shipment confirmed,   
466,415,9,24/08/2022,4:02:21,66,466,Apt 1822,562,145-67-0365,shipment confirmed,   
467,578,5,18/09/2022,18:44:07,40,467,PO Box 57444,417,542-13-8265,shipment confirmed,   
468,575,16,29/01/2023,13:41:19,4,468,PO Box 82433,400,664-30-7629,shipment confirmed,   
469,986,12,20/06/2022,9:14:46,77,469,7th Floor,698,242-12-8307,shipment confirmed,   
470,43,3,9/4/2022,2:03:54,97,470,Apt 76,251,343-51-8336,shipment confirmed,   
471,70,10,22/09/2022,5:50:36,21,471,Suite 79,157,396-96-6225,shipment confirmed,   
472,75,5,27/12/2022,11:52:12,66,472,18th Floor,215,816-44-4767,shipment confirmed,   
473,700,6,22/06/2022,5:32:01,61,473,Apt 631,783,824-58-0331,shipment confirmed,   
474,950,17,24/10/2022,22:28:24,29,474,Suite 84,488,719-74-4623,shipment confirmed,   
475,612,9,5/10/2022,12:02:05,53,475,9th Floor,133,690-27-7636,shipment confirmed,   
476,705,19,20/11/2022,3:27:31,72,476,Apt 1301,584,315-42-5572,shipment confirmed,   
477,23,8,10/9/2022,23:17:03,48,477,PO Box 21049,138,694-01-8039,shipment confirmed,   
478,560,13,6/12/2022,20:51:56,60,478,18th Floor,270,550-19-5986,shipment confirmed,   
479,513,1,10/7/2022,22:46:41,43,479,Suite 94,904,461-72-7747,shipment confirmed,   
480,637,12,15/03/2022,5:47:16,12,480,Room 501,40,540-17-7875,shipment confirmed,   
481,850,4,17/06/2022,21:54:33,6,481,Apt 1245,762,162-20-6075,shipment confirmed,   
482,6,3,7/12/2022,23:50:31,98,482,Suite 33,742,584-55-3155,shipment confirmed,   
483,464,2,9/3/2022,2:27:10,99,483,5th Floor,630,242-62-3320,shipment confirmed,   
484,188,15,15/03/2022,20:47:16,40,484,Apt 1016,443,181-32-3560,shipment confirmed,   
485,669,20,16/03/2022,0:00:44,36,485,PO Box 37597,399,471-77-9732,shipment confirmed,   
486,677,14,28/02/2022,21:38:36,21,486,Apt 520,453,474-50-8344,shipment confirmed,   
487,246,7,1/4/2022,3:51:52,55,487,2nd Floor,330,241-88-2484,shipment confirmed,   
488,197,11,20/10/2022,11:09:35,47,488,PO Box 90762,419,648-88-6771,shipment confirmed,   
489,887,16,10/12/2022,14:20:22,5,489,7th Floor,47,274-16-1266,shipment confirmed,   
490,958,18,28/05/2022,21:29:32,92,490,Suite 54,695,293-17-7204,shipment confirmed,   
491,588,12,13/08/2022,15:30:35,98,491,Room 809,707,290-84-9891,shipment confirmed,   
492,266,4,21/01/2023,10:28:00,72,492,Room 1950,207,512-91-9524,shipment confirmed,   
493,540,18,20/01/2023,21:43:59,53,493,Suite 10,673,155-43-7659,shipment confirmed,   
494,33,15,4/7/2022,3:12:08,78,494,Suite 93,861,694-63-0909,shipment confirmed,   
495,208,3,12/7/2022,10:22:03,5,495,Room 222,764,463-36-0171,shipment confirmed,   
496,487,8,16/07/2022,21:24:32,39,496,17th Floor,173,474-76-7789,shipment confirmed,   
497,870,16,15/05/2022,5:29:02,76,497,Room 1812,222,669-85-4754,shipment confirmed,   
498,210,2,5/6/2022,8:19:45,87,498,Room 756,640,395-88-3516,shipment confirmed,   
499,34,7,29/09/2022,23:16:53,66,499,10th Floor,994,337-29-2577,shipment confirmed,   
500,567,20,28/10/2022,17:13:12,49,500,Apt 430,708,629-51-8058,shipment confirmed,   
501,154,16,2/8/2022,5:23:21,44,501,Suite 63,750,475-37-7568,shipment confirmed,   
502,144,10,7/9/2022,3:21:41,66,502,Suite 16,71,744-59-1740,shipment confirmed,   
503,429,12,29/04/2022,12:26:03,84,503,PO Box 73378,573,698-01-5417,shipment confirmed,   
504,760,17,27/02/2022,0:20:01,86,504,PO Box 14157,761,504-93-3475,shipment confirmed,   
505,586,19,15/05/2022,10:39:22,34,505,Suite 63,263,533-52-5354,shipment confirmed,   
506,458,1,17/02/2022,17:56:10,28,506,19th Floor,752,160-20-1527,shipment confirmed,   
507,773,9,7/7/2022,10:57:02,85,507,Room 1126,113,817-40-2933,shipment confirmed,   
508,243,3,26/04/2022,10:27:38,96,508,Apt 1324,963,859-10-4255,shipment confirmed,   
509,823,6,2/6/2022,16:15:23,68,509,Room 392,27,558-03-4726,shipment confirmed,   
510,720,18,9/6/2022,21:05:06,65,510,1st Floor,42,863-90-4115,shipment confirmed,   
511,821,15,14/05/2022,22:53:59,87,511,3rd Floor,211,220-39-6443,shipment confirmed,   
512,174,13,30/08/2022,4:02:28,14,512,5th Floor,549,466-68-7000,shipment confirmed,   
513,206,5,11/11/2022,12:17:34,83,513,10th Floor,817,524-25-7062,shipment confirmed,   
514,184,11,13/01/2023,14:59:21,23,514,Room 162,317,189-81-3154,shipment confirmed,   
515,912,7,25/10/2022,5:17:38,20,515,Room 1816,331,828-92-1638,shipment confirmed,   
516,829,20,14/07/2022,22:00:38,12,516,6th Floor,552,719-44-8134,shipment confirmed,   
517,868,2,1/10/2022,19:14:22,83,517,Apt 717,10,376-65-7384,shipment confirmed,   
518,652,14,7/7/2022,15:14:43,7,518,Apt 1759,393,617-80-0353,shipment confirmed,   
519,463,8,22/07/2022,2:15:12,35,519,PO Box 63038,236,118-63-2122,shipment confirmed,   
520,241,4,6/5/2022,12:02:38,79,520,Apt 640,308,803-60-7130,shipment confirmed,   
521,599,14,7/6/2022,13:58:32,77,521,Apt 1174,143,708-74-6047,shipment confirmed,   
522,275,19,5/8/2022,0:51:39,42,522,Suite 71,758,693-26-1101,shipment confirmed,   
523,572,18,22/11/2022,17:44:02,35,523,Suite 10,979,553-86-5252,shipment confirmed,   
524,695,12,13/10/2022,2:09:21,21,524,Suite 54,862,637-27-2030,shipment confirmed,   
525,133,16,23/05/2022,17:38:34,70,525,11th Floor,805,463-66-8437,shipment confirmed,   
526,874,7,24/03/2022,15:02:22,83,526,Suite 79,436,803-81-7147,shipment confirmed,   
527,153,20,29/09/2022,3:38:55,30,527,13th Floor,439,801-03-5125,shipment confirmed,   
528,227,5,10/5/2022,18:04:56,41,528,PO Box 96142,214,844-60-3381,shipment confirmed,   
529,168,9,16/01/2023,16:12:54,9,529,Apt 1429,398,690-01-2937,shipment confirmed,   
530,422,3,6/7/2022,20:28:37,79,530,Apt 1426,192,265-65-7774,shipment confirmed,   
531,824,1,5/10/2022,6:59:21,56,531,Apt 1967,235,312-93-4253,shipment confirmed,   
532,80,2,30/01/2023,9:36:26,24,532,Apt 1705,5,230-21-3456,shipment confirmed,   
533,606,11,25/03/2022,18:17:47,17,533,Apt 1980,922,852-73-3383,shipment confirmed,   
534,634,8,23/11/2022,0:17:35,85,534,Room 1935,352,282-66-1808,shipment confirmed,   
535,263,17,30/03/2022,12:51:40,9,535,Suite 64,304,144-22-5321,shipment confirmed,   
536,816,4,20/07/2022,2:02:39,81,536,Room 1161,981,852-88-0372,shipment confirmed,   
537,335,10,1/12/2022,0:14:20,36,537,PO Box 7082,709,127-84-2607,shipment confirmed,   
538,56,6,11/1/2023,11:48:44,24,538,Room 1760,412,360-47-7632,shipment confirmed,   
539,628,15,28/04/2022,14:16:20,78,539,Apt 14,49,393-51-5295,shipment confirmed,   
540,984,13,2/5/2022,14:29:04,85,540,Apt 636,319,215-23-0709,shipment confirmed,   
541,253,16,4/3/2022,16:03:08,18,541,Apt 379,485,482-09-0270,shipment confirmed,   
542,705,12,15/06/2022,11:04:44,66,542,Room 1738,248,435-72-6141,shipment confirmed,   
543,852,17,1/5/2022,13:40:43,32,543,Room 571,264,513-12-0470,shipment confirmed,   
544,593,10,11/3/2022,4:10:15,46,544,Suite 45,742,374-45-1966,shipment confirmed,   
545,270,13,17/12/2022,9:55:23,79,545,Suite 18,123,685-29-5658,shipment confirmed,   
546,543,18,15/07/2022,20:31:49,22,546,12th Floor,747,529-70-0465,shipment confirmed,   
547,521,6,22/06/2022,6:27:11,46,547,Apt 293,11,222-91-2087,shipment confirmed,   
548,310,1,18/12/2022,11:25:54,29,548,Apt 958,380,708-48-8175,shipment confirmed,   
549,11,5,17/04/2022,17:47:30,81,549,Apt 750,818,465-53-6214,shipment confirmed,   
550,296,19,17/11/2022,9:56:40,28,550,Room 1782,289,416-10-4818,shipment confirmed,   
551,769,18,31/10/2022,19:07:49,49,551,PO Box 95431,117,270-87-0873,shipment confirmed,   
552,878,5,1/2/2023,9:59:52,14,552,20th Floor,416,810-99-2054,shipment confirmed,   
553,613,12,19/01/2023,11:07:35,71,553,14th Floor,998,556-89-8582,shipment confirmed,   
554,183,7,29/01/2023,16:54:23,38,554,Suite 93,358,871-50-3163,shipment confirmed,   
555,939,4,10/5/2022,0:59:49,80,555,PO Box 81940,859,621-50-8429,shipment confirmed,   
556,470,1,12/5/2022,20:28:34,69,556,Room 1183,844,259-38-5211,shipment confirmed,   
557,59,16,6/3/2022,23:09:58,45,557,Suite 86,645,685-09-3461,shipment confirmed,   
558,478,10,23/06/2022,4:58:11,86,558,Room 155,451,785-84-6567,shipment confirmed,   
559,332,6,3/10/2022,20:14:53,97,559,Apt 1646,295,288-60-4920,shipment confirmed,   
560,499,17,5/10/2022,11:39:15,96,560,Suite 28,7,785-71-4173,shipment confirmed,   
561,413,19,12/6/2022,21:06:28,83,561,Room 651,234,863-28-4144,shipment confirmed,   
562,383,8,6/2/2022,9:05:09,53,562,Apt 1345,377,102-68-2398,shipment confirmed,   
563,112,11,16/05/2022,3:34:57,69,563,2nd Floor,446,472-79-4113,shipment confirmed,   
564,550,14,19/08/2022,5:00:32,38,564,8th Floor,103,603-25-2269,shipment confirmed,   
565,272,13,18/05/2022,20:42:19,50,565,PO Box 51590,124,335-23-7831,shipment confirmed,   
566,51,15,31/12/2022,7:38:40,65,566,Suite 1,687,745-86-7372,shipment confirmed,   
567,758,2,9/1/2023,5:45:25,65,567,Suite 37,138,209-01-0090,shipment confirmed,   
568,1000,20,7/7/2022,0:52:26,48,568,Suite 78,428,770-03-0972,shipment confirmed,   
569,672,9,6/4/2022,14:56:39,28,569,PO Box 24270,278,773-88-3325,shipment confirmed,   
570,394,3,12/9/2022,12:38:36,83,570,PO Box 14683,855,324-35-0429,shipment confirmed,   
571,972,3,18/02/2022,4:06:50,54,571,Apt 254,132,848-58-4908,shipment confirmed,   
572,60,13,13/01/2023,11:06:53,30,572,Room 1081,331,750-07-5210,shipment confirmed,   
